,precision,recall,f1-score,accuracy
0,0.9615384615384616,0.8064516129032258,0.8771929824561403,0.9986928104575163
1,0.9310344827586207,0.84375,0.8852459016393444,0.9986928104575163
2,0.8695652173913043,0.6896551724137931,0.7692307692307693,0.9977591036414566
3,0.9545454545454546,0.9130434782608695,0.9333333333333332,0.9994397759103641
4,0.8214285714285714,0.8518518518518519,0.8363636363636364,0.9983193277310924
5,0.9,0.72,0.7999999999999999,0.9983193277310924
6,0.8928571428571429,0.8064516129032258,0.8474576271186439,0.9983193277310924
7,0.8695652173913043,0.9090909090909091,0.888888888888889,0.9990662931839402
8,0.9354838709677419,0.8529411764705882,0.8923076923076922,0.9986928104575163
9,0.9642857142857143,0.7714285714285715,0.8571428571428572,0.9983193277310924
10,1.0,0.8333333333333334,0.9090909090909091,0.9992530345471522
11,0.96875,0.7948717948717948,0.8732394366197183,0.9983193277310924
12,0.8928571428571429,0.8064516129032258,0.8474576271186439,0.9983193277310924
13,0.9545454545454546,0.9130434782608695,0.9333333333333332,0.9994397759103641
14,0.43103448275862066,0.8620689655172413,0.5747126436781608,0.9930905695611578
15,0.8421052631578947,0.9411764705882353,0.8888888888888888,0.9992530345471522
16,0.8275862068965517,0.9230769230769231,0.8727272727272727,0.9986928104575163
17,0.9090909090909091,0.8571428571428571,0.8823529411764706,0.9985060690943044
18,0.9130434782608695,0.84,0.8749999999999999,0.9988795518207283
19,0.9,0.8181818181818182,0.8571428571428572,0.9983193277310924
20,0.84,0.8076923076923077,0.8235294117647058,0.9983193277310924
21,0.9,0.9310344827586207,0.9152542372881356,0.9990662931839402
22,0.9047619047619048,0.76,0.8260869565217391,0.9985060690943044
23,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9996265172735761
24,1.0,0.8214285714285714,0.9019607843137255,0.9990662931839402
25,0.92,0.8518518518518519,0.8846153846153846,0.9988795518207283
26,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.9985060690943044
27,0.896551724137931,0.7878787878787878,0.8387096774193549,0.9981325863678805
28,0.9333333333333333,0.8484848484848485,0.888888888888889,0.9986928104575163
29,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.9981325863678805
