,precision,recall,f1-score,accuracy
0,0.8888888888888888,0.6666666666666666,0.761904761904762,0.9972943722943723
1,0.9411764705882353,0.8,0.8648648648648648,0.9972943722943723
2,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9989177489177489
3,0.9333333333333333,1.0,0.9655172413793104,0.9994588744588745
4,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9978354978354979
5,0.9285714285714286,0.7647058823529411,0.8387096774193549,0.9972943722943723
6,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9989177489177489
7,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9989177489177489
8,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9989177489177489
9,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9978354978354979
10,0.9166666666666666,0.6875,0.7857142857142857,0.9967532467532467
11,0.875,0.8235294117647058,0.8484848484848485,0.9972943722943723
12,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9989177489177489
13,0.9285714285714286,0.8125,0.8666666666666666,0.9978354978354979
14,1.0,0.7894736842105263,0.8823529411764706,0.9978354978354979
15,1.0,0.625,0.7692307692307693,0.9967532467532467
16,0.8,0.7272727272727273,0.761904761904762,0.9972943722943723
17,0.8125,0.9285714285714286,0.8666666666666666,0.9978354978354979
18,0.9230769230769231,0.75,0.8275862068965517,0.9972943722943723
19,0.8333333333333334,0.7692307692307693,0.8,0.9972943722943723
20,0.9090909090909091,0.7692307692307693,0.8333333333333333,0.9978354978354979
21,0.8181818181818182,0.75,0.7826086956521738,0.9972943722943723
22,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9978354978354979
23,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.9972943722943723
24,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.9983766233766234
25,0.8333333333333334,0.625,0.7142857142857143,0.9978354978354979
26,0.6923076923076923,0.75,0.7199999999999999,0.9962121212121212
27,1.0,0.8333333333333334,0.9090909090909091,0.9989177489177489
28,1.0,0.8181818181818182,0.9,0.9989177489177489
29,1.0,0.7142857142857143,0.8333333333333333,0.9978354978354979
