,precision,recall,f1-score,accuracy
0,0.875,0.875,0.875,0.9896611143021252
1,0.9264705882352942,0.875,0.9,0.9919586444572085
2,0.9512195121951219,0.9285714285714286,0.9397590361445782,0.9942561746122918
3,0.9230769230769231,0.8450704225352113,0.8823529411764706,0.9908098793796669
4,0.9305555555555556,0.8701298701298701,0.8993288590604027,0.9913842619184376
5,0.9253731343283582,0.9117647058823529,0.9185185185185185,0.9936817920735209
6,0.9682539682539683,0.8472222222222222,0.9037037037037037,0.9925330269959793
7,0.9464285714285714,0.8688524590163934,0.9059829059829059,0.9936817920735209
8,0.9253731343283582,0.9253731343283582,0.9253731343283582,0.9942561746122918
9,0.8809523809523809,0.891566265060241,0.8862275449101796,0.9890867317633544
10,0.9701492537313433,0.8333333333333334,0.896551724137931,0.9913842619184376
11,0.9516129032258065,0.9076923076923077,0.9291338582677167,0.9948305571510626
12,0.8676470588235294,0.8428571428571429,0.855072463768116,0.9885123492245835
13,0.9508196721311475,0.8923076923076924,0.9206349206349206,0.9942561746122918
14,0.9629629629629629,0.9176470588235294,0.9397590361445782,0.9942561746122918
15,0.9516129032258065,0.8676470588235294,0.9076923076923077,0.9931074095347502
16,0.9538461538461539,0.8732394366197183,0.9117647058823529,0.9931074095347502
17,0.9240506329113924,0.8902439024390244,0.9068322981366461,0.9913842619184376
18,0.9054054054054054,0.8701298701298701,0.8874172185430463,0.9902354968408961
19,0.9135802469135802,0.8409090909090909,0.8757396449704142,0.9879379666858128
20,0.9166666666666666,0.8870967741935484,0.9016393442622951,0.9931074095347502
21,0.8591549295774648,0.9242424242424242,0.8905109489051095,0.9913842619184376
22,0.9452054794520548,0.8734177215189873,0.9078947368421053,0.9919586444572085
23,0.8787878787878788,0.8405797101449275,0.8592592592592593,0.9890867317633544
24,0.9178082191780822,0.9178082191780822,0.9178082191780822,0.9931074095347502
25,0.9420289855072463,0.8125,0.8724832214765101,0.9890867317633544
26,0.9701492537313433,0.9027777777777778,0.9352517985611511,0.9948305571510626
27,0.927536231884058,0.8311688311688312,0.8767123287671235,0.9896611143021252
28,0.9459459459459459,0.8860759493670886,0.9150326797385621,0.9925330269959793
29,0.953125,0.8714285714285714,0.9104477611940298,0.9931074095347502
