,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9397644927536233,0.032978183663115,0.9727777777777777,0.01962899050905953,0.9605263157894736,0.016364699006428785,0.9937106918238994,0.002096436058700246
