,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9220647773279352,0.03749999999999998,0.9704861111111112,0.0296638101516149,0.9378858024691358,0.025641025641025772,0.9907407407407408,0.0037037037037037646
