,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.8914004914004914,0.05064599483204146,0.9334146341463414,0.08166862514688611,0.9047619047619048,0.048267008985879545,0.9851851851851852,0.007407407407407196
