,data_set,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,VLC_AST,0.6858552631578947,0.16666666666666663,0.8571428571428571,0.23076923076923073,0.7543103448275862,0.10769230769230775,0.996482683982684,0.0016233766233768598
