,precision,recall,f1-score,accuracy
0,0.6,0.8181818181818182,0.6923076923076923,0.9956709956709957
1,0.7777777777777778,0.8235294117647058,0.7999999999999999,0.9962121212121212
2,0.5454545454545454,0.8571428571428571,0.6666666666666665,0.9967532467532467
3,0.7333333333333333,0.6875,0.7096774193548386,0.9951298701298701
4,0.6666666666666666,0.8571428571428571,0.75,0.9956709956709957
5,0.6,1.0,0.7499999999999999,0.9967532467532467
6,0.9230769230769231,0.7058823529411765,0.8000000000000002,0.9967532467532467
7,0.6666666666666666,1.0,0.8,0.9972943722943723
8,0.7,1.0,0.8235294117647058,0.9967532467532467
9,0.5454545454545454,0.75,0.631578947368421,0.9962121212121212
10,0.6,0.6666666666666666,0.631578947368421,0.9962121212121212
11,0.5263157894736842,0.6666666666666666,0.5882352941176471,0.9924242424242424
12,0.4117647058823529,1.0,0.5833333333333334,0.9945887445887446
13,0.47058823529411764,1.0,0.6399999999999999,0.9951298701298701
14,0.75,0.8571428571428571,0.7999999999999999,0.9967532467532467
15,0.5833333333333334,0.875,0.7000000000000001,0.9967532467532467
16,0.7058823529411765,1.0,0.8275862068965517,0.9972943722943723
17,0.7142857142857143,0.9090909090909091,0.8,0.9972943722943723
18,1.0,0.6666666666666666,0.8,0.9972943722943723
19,0.7142857142857143,0.7692307692307693,0.7407407407407408,0.9962121212121212
20,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.9945887445887446
21,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.9972943722943723
22,0.6923076923076923,0.9,0.7826086956521738,0.9972943722943723
23,0.5384615384615384,0.875,0.6666666666666667,0.9962121212121212
24,0.6875,0.8461538461538461,0.7586206896551724,0.9962121212121212
25,0.75,0.7894736842105263,0.7692307692307692,0.9951298701298701
26,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9978354978354979
27,0.7692307692307693,1.0,0.8695652173913044,0.9983766233766234
28,0.6,1.0,0.7499999999999999,0.9967532467532467
29,0.6842105263157895,0.9285714285714286,0.7878787878787878,0.9962121212121212
