,data_set,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,VLC_AST,0.9045454545454545,0.1428571428571429,0.5454545454545454,0.14957264957264965,0.6666666666666667,0.12727272727272743,0.9967532467532468,0.0016233766233768598
