,data_set,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,VLC_myway,1.0,0.0625,0.8397435897435898,0.12337662337662347,0.9090909090909092,0.05351170568561858,0.9989177489177488,0.0005411255411253979
1,LibPNG_myway,0.945906432748538,0.07692307692307676,0.9107142857142857,0.07857142857142863,0.9333333333333332,0.06349206349206349,0.9893617021276596,0.010638297872340385
