,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9531135531135533,0.03395061728395066,0.9410617551462621,0.04890560875513006,0.9451682176091625,0.02345950534398278,0.9926624737945492,0.004192872117400381
