,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9747881355932203,0.017541229385307444,0.9817317317317318,0.011904761904761751,0.9757081038552321,0.010749175025321023,0.9965796019900498,0.0012437810945272743
