,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9192708333333333,0.04202898550724643,0.9727777777777777,0.019703103913630393,0.9447272727272726,0.023320249365042622,0.9929292929292928,0.004040404040403844
