,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9155836849507736,0.019277184959349603,0.9557383470426949,0.016228018411424627,0.9321830931943593,0.019984441513135498,0.9830917874396135,0.004294149221685473
