,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.877665544332211,0.05599647266313934,0.913239247311828,0.0413533834586467,0.891749701076126,0.025714285714285467,0.9862700228832952,0.0038138825324179892
