,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.913002364066194,0.06999999999999995,0.9480431848852902,0.05277777777777759,0.9338385310405131,0.03460133247367303,0.9898148148148148,0.005555555555555536
