,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9666666666666668,0.03888888888888875,0.9590732519422863,0.045285359801488845,0.9603149606299213,0.020954907161803815,0.9949494949494948,0.003030303030303272
