,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9124863259884357,0.05591866376180099,0.9415184678522572,0.02364824717765901,0.92492774566474,0.021578057974782183,0.9908466819221968,0.0038138825324179892
