,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.894767060367454,0.026872498570611802,0.9463679941002949,0.0196455263719838,0.9191554256458669,0.01222267592214521,0.9793344068706387,0.0026838432635536424
