,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,1.0,0.05555555555555558,0.9110671936758894,0.07002801120448188,0.9393382352941175,0.06153846153846154,0.9943502824858758,0.0037664783427494575
