,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9643901420217209,0.02297297297297307,0.984375,0.04054054054054057,0.9724124809741247,0.010035842293906638,0.9958071278825996,0.002096436058700135
