,data_set,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,VLC_myway,0.8777777777777778,0.21052631578947367,0.8786764705882353,0.104895104895105,0.8856209150326797,0.0984848484848484,0.9983766233766234,0.0010822510822507958
1,LibPNG_myway,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
