,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9741838774150566,0.017001774098166833,0.97560612821657,0.028888888888888853,0.9736440030557678,0.018855218855219014,0.9965675057208239,0.0022883295194507935
