,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9126929133858268,0.03749999999999998,0.9311585004654312,0.032085561497326,0.9194857547529554,0.01690995260663497,0.98818407960199,0.003731343283582045
