,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.8441295546558705,0.03653846153846163,0.9358974358974358,0.046879493816508355,0.8871925360474979,0.032241199024050204,0.9838383838383838,0.0040404040404041774
