,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9330128205128204,0.044066820276497554,0.95625,0.022597785032968387,0.9388044800798678,0.021938995652029614,0.9916044776119401,0.003109452736318352
