,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.956439393939394,0.0714285714285714,0.9442724458204335,0.0492424242424242,0.9473684210526316,0.0212244897959184,0.9962335216572504,0.0018832391713746732
