,epoch,train_loss,valid_loss
0,0,4.498463541269302,0.6824463754892349
1,1,2.7250102013349533,0.5459180101752281
2,2,2.1507909148931503,0.4488985016942024
3,3,1.7441935613751411,0.3667249381542206
4,4,1.513785868883133,0.3657272681593895
5,5,1.3440831378102303,0.30224158987402916
6,6,1.0087868254631758,0.2375270016491413
7,7,0.9433618932962418,0.22686438634991646
8,8,0.7301869038492441,0.17915860749781132
9,9,0.6147010494023561,0.14953475818037987
10,10,0.5890601705759764,0.18134921416640282
11,11,0.6075049741193652,0.1675138846039772
12,12,0.5520691890269518,0.20902139693498611
13,13,0.4213035274296999,0.12387452088296413
14,14,0.33718111738562584,0.15606063604354858
15,15,0.3342618513852358,0.11734374705702066
16,16,0.3736714608967304,0.1390490736812353
17,17,0.37502684351056814,0.12404113821685314
18,18,0.31261489214375615,0.14132684096693993
19,19,0.31746488995850086,0.13584466837346554
20,20,0.35480330465361476,0.12015262804925442
21,21,0.31605427991598845,0.11480501294136047
22,22,0.3138045039959252,0.1031112540513277
23,23,0.3652603207156062,0.11457255855202675
24,24,0.25260917749255896,0.13113031350076199
25,25,0.2660374245606363,0.14735852740705013
26,26,0.2619478264823556,0.14127344638109207
27,27,0.26963183260522783,0.1038069287315011
28,28,0.2507860283367336,0.1141557190567255
29,29,0.23346039466559887,0.13748585898429155
30,30,0.22919622249901295,0.15224647521972656
31,31,0.31232622684910893,0.11693542823195457
32,32,0.43623875733464956,0.111968282610178
33,33,0.297917902469635,0.10648987628519535
34,34,0.287000535055995,0.11975221894681454
35,35,0.29185819951817393,0.10296352952718735
36,36,0.259761496912688,0.10759732779115438
37,37,0.25817329436540604,0.15830395929515362
38,38,0.25759577518329024,0.11638253927230835
39,39,0.23874481627717614,0.10282106138765812
40,40,0.18980380916036665,0.1309258323162794
41,41,0.1867267790948972,0.1272943802177906
42,42,0.1819890709593892,0.10299034044146538
43,43,0.18317207880318165,0.11197040043771267
44,44,0.20904395123943686,0.12403636518865824
45,45,0.21052832482382655,0.1982354298233986
46,46,0.21647866582497954,0.11500546429306269
47,47,0.18719265284016728,0.13970950432121754
48,48,0.1651571486145258,0.16594169242307544
49,49,0.16377551015466452,0.16017816588282585
50,50,0.17394691659137607,0.15958317182958126
51,51,0.15926156472414732,0.13056660443544388
52,52,0.14529589063022286,0.1316925180144608
53,53,0.16490740282461047,0.16887998394668102
54,54,0.19716304540634155,0.14610661566257477
55,55,0.2077360872644931,0.16161031648516655
56,56,0.17616248747799546,0.1625178987160325
57,57,0.19743231451138854,0.18187829293310642
58,58,0.20651391753926873,0.11056122370064259
59,59,0.21440966613590717,0.12283522263169289
