,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9849615558570781,0.026666666666666616,0.979320987654321,0.022544283413848842,0.9804989236418893,0.013865546218487346,0.9974747474747474,0.002020202020201922
