,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.8523611831862999,0.09189189189189184,0.9361842105263158,0.07399267399267395,0.8772266374349137,0.04422604422604437,0.9814814814814816,0.007407407407407418
