,precision,p_iqr,recall,r_iqr,f1-score,f_iqr,accuracy,a_iqr
0,0.9421680117388115,0.019806763285024398,0.954954954954955,0.01640986132511557,0.9466656131479141,0.013413850265570626,0.9871175523349436,0.0021470746108425143
