,precision,recall,f1-score,accuracy
0,0.673469387755102,0.9166666666666666,0.7764705882352941,0.9260700389105059
1,0.825,1.0,0.9041095890410958,0.9727626459143969
2,0.7872340425531915,0.925,0.8505747126436781,0.9494163424124513
3,0.6595744680851063,0.9393939393939394,0.775,0.9299610894941635
4,0.7222222222222222,0.975,0.8297872340425532,0.9377431906614786
5,0.5918367346938775,0.90625,0.7160493827160493,0.9105058365758755
6,0.72,0.9230769230769231,0.8089887640449438,0.933852140077821
7,0.6981132075471698,0.9024390243902439,0.7872340425531914,0.9221789883268483
8,0.6842105263157895,0.975,0.8041237113402062,0.9260700389105059
9,0.7142857142857143,0.9459459459459459,0.813953488372093,0.9377431906614786
10,0.696969696969697,0.8518518518518519,0.7666666666666667,0.9455252918287937
11,0.7380952380952381,0.9117647058823529,0.8157894736842106,0.9455252918287937
12,0.7441860465116279,0.9142857142857143,0.8205128205128205,0.9455252918287937
13,0.75,0.9545454545454546,0.84,0.9377431906614786
14,0.75,0.9512195121951219,0.8387096774193549,0.9416342412451362
15,0.717391304347826,0.9705882352941176,0.825,0.9455252918287937
16,0.673469387755102,0.9428571428571428,0.7857142857142857,0.9299610894941635
17,0.6888888888888889,0.9117647058823529,0.7848101265822784,0.933852140077821
18,0.6666666666666666,0.9444444444444444,0.7816091954022987,0.9260700389105059
19,0.75,0.8863636363636364,0.8125000000000001,0.9299610894941635
20,0.6730769230769231,0.9722222222222222,0.7954545454545455,0.9299610894941635
21,0.7380952380952381,0.8857142857142857,0.8051948051948051,0.9416342412451362
22,0.7441860465116279,0.9411764705882353,0.8311688311688312,0.9494163424124513
23,0.6744186046511628,0.9354838709677419,0.7837837837837838,0.9377431906614786
24,0.74,0.9736842105263158,0.8409090909090909,0.9455252918287937
25,0.7551020408163265,0.9487179487179487,0.8409090909090908,0.9455252918287937
26,0.8,0.9230769230769231,0.8571428571428571,0.953307392996109
27,0.717391304347826,0.8918918918918919,0.7951807228915664,0.933852140077821
28,0.6730769230769231,0.9459459459459459,0.7865168539325843,0.9260700389105059
29,0.6037735849056604,0.9142857142857143,0.7272727272727272,0.9066147859922179
